Assault,Robbery,Rape,Murder,Theft,Vehicle Theft,Burglary,Arson,Kidnapping,Drug Crimes,Vandalism,Identity Theft,Animal Cruelty,Total Violent Crime,Total Violent Crime Grade,Total Property Crime,Total Property Crime Grade,Total “Other” Rate,Total “Other” Rate Grade,Total Crime,Total Crime Grade,Zipcode,City
0.3893,0.0751,0.3315,0.0451,3.027,0.7065,3.127,0.011,0.2651,0.433,3.829,1.514,0.0063,0.841,A,6.872,A,6.047,B,13.76,A,16820,aaronsburg-pa
3.3,0.7257,0.4133,0.0609,10.81,0.5586,9.105,0.0689,0.1354,5.078,17.12,0.7516,0.1409,4.5,D,20.55,D,23.23,D,48.28,D,36310,abbeville-al
6.971,1.845,0.2616,0.0273,81.18,1.965,7.039,0.173,0.6977,10.77,1.868,0.7889,0.0174,9.105,F,90.36,F,14.14,D,113.605,F,31001,abbeville-ga
2.364,0.621,0.4421,0.0807,57.74,2.536,8.456,0.1083,0.1282,1.916,6.494,0.8652,0.0222,3.508,C,68.84,F,9.426,C,81.774,F,70510,abbeville-la
2.364,0.621,0.4421,0.0807,57.74,2.536,8.456,0.1083,0.1282,1.916,6.494,0.8652,0.0222,3.508,C,68.84,F,9.426,C,81.774,F,70511,abbeville-la
0.5765,0.1602,0.1664,0.077,15.85,0.3878,6.642,0.2263,0.0925,8.778,1.435,0.8874,0.2592,0.9801,A,23.1,D,11.45,C,35.530100000000004,C-,38601,abbeville-ms
3.832,0.5468,0.4926,0.0611,19.09,2.414,6.367,0.0549,0.1993,1.405,5.3,0.612,0.0304,4.933,D,27.93,D,7.547,B,40.41,D+,29620,abbeville-sc
0.0249,0.694,0.3188,0.0151,11.43,0.7051,3.792,0.0451,0.1427,0.1344,2.751,1.361,0.0247,1.053,A,15.97,C,4.413,A,21.436,B,04406,abbot-me
1.019,0.0573,0.3762,0.0153,8.299,1.591,3.86,0.0032,0.1401,9.823,7.968,0.9583,0.0229,1.468,A,13.75,C,18.91,D,34.128,C-,54405,abbotsford-wi
1.542,0.537,0.3152,0.0453,6.2,0.4251,1.239,0.0115,0.023,0.4629,0.5375,1.515,0.0026,2.44,C,7.876,A,2.541,A,12.857000000000001,A,17301,abbottstown-pa
1.724,0.0568,0.5604,0.0313,6.005,0.4361,3.735,0.203,0.0287,1.919,3.353,0.5991,0.3245,2.372,B,10.38,B,6.224,B,18.976,B+,76621,abbott-tx
2.027,0.092,0.5398,0.0363,16.25,0.7994,4.481,0.077,0.1086,0.5339,6.143,0.7262,0.0195,2.695,C,21.61,D,7.532,B,31.837,C-,67510,abbyville-ks
1.564,0.0788,0.3184,0.1154,6.419,1.153,2.833,0.0197,0.0357,5.327,6.977,1.088,0.0095,2.076,B,10.43,B,13.44,D,25.945999999999998,C+,20606,abell-md
0.2909,0.0208,0.4749,0.0227,2.446,0.518,4.872,0.0854,0.0539,0.1708,12.82,1.135,0.0505,0.8094,A,7.921,A,14.23,D,22.9604,B-,58001,abercrombie-nd
2.234,0.3009,0.4554,0.0113,16.89,1.021,4.937,0.0353,0.1649,0.5654,14.82,1.101,0.0484,3.001,C,22.89,D,16.7,D,42.591,D,83210,aberdeen-id
0.3659,0.1633,0.4038,0.0442,12.41,1.798,7.2,0.0917,0.4338,2.267,4.537,0.7443,0.0106,0.9772,A,21.5,D,7.992,C,30.4692,C,42201,aberdeen-ky
2.025,0.8201,0.3231,0.0499,24.0,1.214,3.093,0.0185,0.0445,1.52,3.813,1.275,0.0117,3.218,C,28.33,D,6.663,B,38.211,D+,21001,aberdeen-md
1.168,0.1475,0.1795,0.0297,12.02,0.5619,9.063,0.1082,0.2657,3.644,6.451,0.8528,0.0447,1.524,A,21.75,D,11.26,C,34.534,C-,39730,aberdeen-ms
1.568,0.4529,0.2528,0.0484,9.125,2.309,5.785,0.04,0.0483,1.065,2.858,0.8323,0.0195,2.323,B,17.26,C,4.823,A,24.406000000000002,B-,28315,aberdeen-nc
1.511,0.4728,0.4583,0.0198,20.14,3.375,5.103,0.0744,0.0864,0.9925,4.188,0.7927,0.1519,2.462,C,28.7,D,6.211,B,37.373,D+,45101,aberdeen-oh
7.552,1.331,0.3228,0.1684,67.81,2.008,12.66,0.0827,0.1029,1.499,3.776,1.474,0.0326,9.374,F,82.56,F,6.884,B,98.818,F,21005,aberdeen-proving-ground-md
2.697,0.0441,0.5895,0.0047,5.035,0.3135,3.104,0.0113,0.0363,3.847,8.016,1.066,0.0371,3.335,C,8.464,B,13.0,D,24.799,B-,57401,aberdeen-sd
2.697,0.0441,0.5895,0.0047,5.035,0.3135,3.104,0.0113,0.0363,3.847,8.016,1.066,0.0371,3.335,C,8.464,B,13.0,D,24.799,B-,57402,aberdeen-sd
3.547,1.104,0.5049,0.0273,15.18,0.9128,11.47,0.1417,0.0727,3.579,10.46,1.47,0.1121,5.183,D,27.71,D,15.7,D,48.593,D,98520,aberdeen-wa
1.248,0.8413,0.3845,0.1313,11.3,0.3691,2.456,0.1233,0.0959,0.4272,0.9582,0.7438,0.0002,2.605,C,14.25,C,2.225,A,19.080000000000002,B+,35440,abernant-al
1.801,0.2069,0.4886,0.0446,7.526,0.3549,6.213,0.1225,0.0403,2.102,2.468,0.6072,0.0339,2.541,C,14.22,C,5.251,A,22.012,B,79311,abernathy-tx
0.2114,0.5548,0.6634,0.0306,3.516,1.092,4.84,0.0302,0.0798,1.493,4.98,1.242,0.0275,1.46,A,9.478,B,7.822,B,18.759999999999998,B+,68001,abie-ne
3.505,0.667,0.5238,0.0332,10.17,1.266,7.288,0.0694,0.2914,1.62,6.747,0.8631,0.048,4.729,D,18.8,D,9.57,C,33.099000000000004,C-,67410,abilene-ks
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79601,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79602,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79603,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79604,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79605,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79606,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79608,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79697,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79698,abilene-tx
3.223,0.9117,0.5292,0.035,13.0,0.4087,11.48,0.2095,0.1094,5.623,27.1,0.6584,0.0312,4.699,D,25.1,D,33.52,F,63.319,D-,79699,abilene-tx
2.421,0.4651,0.4599,0.0385,21.38,0.1976,5.237,0.0824,0.0577,3.275,3.883,1.136,0.067,3.385,C,26.9,D,8.419,C,38.70399999999999,D+,61410,abingdon-il
1.285,0.6216,0.2964,0.0462,8.306,1.029,2.249,0.014,0.0712,2.224,2.867,1.134,0.002,2.249,B,11.6,B,6.298,B,20.147,B,21009,abingdon-md
1.696,0.2431,0.3418,0.0293,9.269,1.608,2.297,0.0426,0.0804,3.37,6.398,0.5835,0.0227,2.31,B,13.22,C,10.45,C,25.98,C+,24210,abingdon-va
1.696,0.2431,0.3418,0.0293,9.269,1.608,2.297,0.0426,0.0804,3.37,6.398,0.5835,0.0227,2.31,B,13.22,C,10.45,C,25.98,C+,24211,abingdon-va
1.696,0.2431,0.3418,0.0293,9.269,1.608,2.297,0.0426,0.0804,3.37,6.398,0.5835,0.0227,2.31,B,13.22,C,10.45,C,25.98,C+,24212,abingdon-va
0.8629,0.3296,0.2096,0.0057,6.104,1.477,1.884,0.0232,0.4061,0.5845,3.252,1.095,0.0181,1.408,A,9.488,B,5.356,A,16.252,A-,06230,abington-ct
1.49,0.0876,0.3172,0.0162,2.143,0.3379,1.314,0.0075,0.1301,1.692,3.686,1.12,0.0198,1.911,B,3.802,A,6.648,B,12.361,A,02351,abington-ma
0.7081,0.4161,0.3167,0.0457,3.237,0.4002,1.444,0.0304,0.0849,0.2813,3.095,1.452,0.0191,1.486,A,5.112,A,4.932,A,11.530000000000001,A+,19001,abington-pa
3.57,0.5675,0.6221,0.0548,12.15,7.389,8.669,0.4995,0.5706,15.78,8.472,1.182,0.0309,4.814,D,28.71,D,26.03,F,59.554,D-,87510,abiquiu-nm
1.276,0.3339,0.4099,0.0756,9.214,2.063,4.383,0.0886,0.0767,0.7165,3.211,0.8793,0.0043,2.095,B,15.75,C,4.887,A,22.732,B-,70420,abita-springs-la
1.236,0.0406,0.356,0.0193,3.933,1.119,2.127,1.127,0.1835,11.68,3.33,0.7883,0.0168,1.652,B,8.306,B,16.0,D,25.958,C+,54101,abrams-wi
0.6183,0.0189,0.4824,0.0177,4.572,0.4944,4.494,0.0327,0.126,0.4151,9.205,1.374,0.0728,1.137,A,9.593,B,11.19,C,21.92,B,58002,absaraka-nd
2.833,0.0407,0.613,0.0416,52.39,0.5142,4.519,0.104,0.233,0.8918,3.931,1.205,0.0448,3.528,C,57.53,F,6.305,B,67.363,D-,59001,absarokee-mt
0.5287,3.723,0.1657,0.1542,4.079,0.8614,6.871,3.55,0.6938,1.23,44.82,1.125,0.0775,4.572,D,15.36,C,47.95,F,67.882,D-,08201,absecon-nj
0.5287,3.723,0.1657,0.1542,4.079,0.8614,6.871,3.55,0.6938,1.23,44.82,1.125,0.0775,4.572,D,15.36,C,47.95,F,67.882,D-,08205,absecon-nj
1.599,0.6821,0.3659,0.0275,3.021,2.473,3.43,0.201,0.3105,2.699,4.75,0.7415,0.0141,2.674,C,9.124,B,8.515,C,20.313000000000002,B,95220,acampo-ca
2.966,0.1916,0.3201,0.0454,8.516,1.257,4.212,0.0138,0.3194,1.212,4.8,0.9489,0.0586,3.523,C,14.0,C,7.339,B,24.862000000000002,B-,21520,accident-md
1.907,0.9471,0.2948,0.0521,5.239,1.389,1.495,0.0398,0.026,1.001,1.717,0.741,0.0039,3.201,C,8.163,B,3.489,A,14.853000000000002,A,20607,accokeek-md
1.127,0.1651,0.4751,0.104,5.24,1.445,4.073,0.023,0.1021,4.637,3.183,0.6493,0.2315,1.871,B,10.78,B,8.803,C,21.454,B,23301,accomac-va
0.3203,0.0276,0.2676,0.0118,0.731,0.0695,0.7032,0.0098,0.0315,0.8747,4.277,1.048,0.0396,0.6273,A,1.514,A,6.271,B,8.4123,A+,12404,accord-ny
1.845,0.5086,0.3542,0.0412,11.09,0.2112,3.517,0.0746,0.0494,2.153,3.581,0.7637,0.0319,2.749,C,14.89,C,6.579,B,24.218,B-,25606,accoville-wv
2.587,1.492,0.5206,0.0322,27.95,0.7719,4.824,0.1401,0.0479,18.8,4.075,0.601,0.0457,4.632,D,33.69,D,23.57,D,61.891999999999996,D-,77326,ace-tx
2.56,0.2755,0.5841,0.0631,57.44,0.5537,7.806,0.1155,0.0198,1.097,9.677,0.81,0.0223,3.483,C,65.91,F,11.63,C,81.023,F,74720,achille-ok
2.47,2.21,0.56,0.0722,7.447,0.274,6.327,0.1912,0.1718,7.927,4.127,0.6468,0.3362,5.312,D,14.24,C,13.21,D,32.762,C-,79713,ackerly-tx
1.368,0.5458,0.1779,0.0258,18.17,0.6878,9.267,0.1779,1.243,2.441,5.743,0.7466,0.0511,2.117,B,28.3,D,10.23,C,40.647000000000006,D+,39735,ackerman-ms
1.677,0.4652,0.3013,0.0125,12.59,0.9275,4.297,0.0183,0.0192,1.116,2.85,1.191,0.0203,2.456,C,17.83,C,5.197,A,25.482999999999997,C+,50601,ackley-ia
0.5653,0.4737,0.2796,0.0122,3.298,1.043,2.407,0.015,0.0505,0.0898,4.582,1.073,0.0088,1.331,A,6.763,A,5.805,B,13.899,A,50001,ackworth-ia
6.166,1.798,0.444,0.1065,7.053,1.279,9.433,0.0549,0.0578,3.839,3.259,1.088,0.1899,8.515,F,17.82,C,8.434,C,34.769,C-,71316,acme-la
1.793,0.0228,0.6599,0.0298,2.096,0.5807,1.446,0.0715,0.0687,0.2296,2.265,1.097,0.017,2.506,C,4.194,A,3.677,A,10.376999999999999,A+,49610,acme-mi
0.9359,5.213,0.3403,0.0452,2.905,0.5032,2.216,0.0112,0.1229,1.357,2.073,1.519,0.0069,6.535,D,5.635,A,5.08,A,17.25,A-,15610,acme-pa
1.002,0.1398,0.5014,0.0677,12.51,2.057,5.74,0.093,0.0344,0.5314,22.43,0.9592,0.0004,1.711,B,20.4,D,23.95,D,46.06099999999999,D,98220,acme-wa
2.101,1.512,0.3355,0.045,3.455,0.8483,2.619,0.0176,0.0153,3.184,8.08,1.519,0.0057,3.993,D,6.94,A,12.8,D,23.733,B-,15520,acosta-pa
0.8789,0.0343,0.28,0.0118,0.7149,0.1006,1.008,0.0078,0.0368,0.6639,6.179,0.9535,0.0504,1.205,A,1.832,A,7.884,B,10.921,A+,12405,acra-ny
2.1,0.3517,0.3624,0.0337,1.675,3.281,2.26,0.2644,0.2434,2.055,3.883,0.7533,0.0077,2.848,C,7.48,A,6.942,B,17.27,A-,93510,acton-ca
0.6735,0.385,0.3093,0.0153,0.9473,0.3677,1.352,0.0348,0.1877,1.241,1.611,1.103,0.0176,1.383,A,2.702,A,4.161,A,8.245999999999999,A+,01718,acton-ma
0.6735,0.385,0.3093,0.0153,0.9473,0.3677,1.352,0.0348,0.1877,1.241,1.611,1.103,0.0176,1.383,A,2.702,A,4.161,A,8.245999999999999,A+,01720,acton-ma
0.0511,0.0722,0.3131,0.0141,3.776,0.3886,1.462,0.0197,0.1515,0.6955,2.579,1.11,0.0276,0.4504,A,5.647,A,4.563,A,10.6604,A+,04001,acton-me
0.562,0.0072,0.4827,0.0142,5.377,0.3653,3.023,0.0429,0.0907,0.8278,12.83,1.175,0.0642,1.066,A,8.808,B,14.99,D,24.864,B-,59002,acton-mt
1.038,0.1387,0.3235,0.0157,3.415,0.3589,1.625,0.0114,0.1328,1.325,3.863,1.127,0.0388,1.516,A,5.411,A,6.487,B,13.414,A,02743,acushnet-ma
0.7717,0.2371,0.2299,0.0332,8.483,1.266,2.549,0.0742,0.0663,0.7143,2.336,0.753,0.0045,1.272,A,12.37,C,3.874,A,17.516,B+,30101,acworth-ga
0.7717,0.2371,0.2299,0.0332,8.483,1.266,2.549,0.0742,0.0663,0.7143,2.336,0.753,0.0045,1.272,A,12.37,C,3.874,A,17.516,B+,30102,acworth-ga
0.5488,0.0322,0.3938,0.002,3.275,0.6301,2.144,0.0798,0.0194,0.1486,5.285,1.117,0.0229,0.9768,A,6.13,A,6.592,B,13.698799999999999,A,03601,acworth-nh
1.173,0.5674,0.392,0.046,4.64,0.5421,2.23,0.0316,0.0478,0.424,3.721,1.665,0.0053,2.179,B,7.443,A,5.863,B,15.485,A-,15410,adah-pa
3.131,0.1944,0.3142,0.0614,6.229,1.257,5.612,0.0272,0.1635,2.278,42.02,1.104,0.015,3.701,D,13.13,C,45.58,F,62.411,D-,50002,adair-ia
1.332,0.3921,0.4296,0.0491,12.1,0.1699,5.359,0.0627,0.3138,0.9681,9.372,1.286,0.1302,2.203,B,17.69,C,12.07,C,31.963,C-,61411,adair-il
1.307,0.6201,0.5528,0.0453,6.753,0.338,5.472,0.0952,0.1231,6.433,2.22,0.7819,0.0304,2.525,C,12.66,C,9.588,C,24.773,B-,74330,adair-ok
1.376,0.3204,0.2431,0.0226,13.19,1.264,5.126,0.0528,0.0199,1.364,5.163,0.7575,0.0064,1.962,B,19.63,D,7.311,B,28.903,C,30103,adairsville-ga
1.368,0.206,0.3724,0.0453,22.92,1.697,5.227,0.1126,0.0272,1.098,6.856,0.7429,0.0067,1.991,B,29.96,D,8.731,C,40.682,D+,42202,adairville-ky
1.715,3.859,2.042,0.6051,11.91,4.567,8.473,0.3264,2.214,18.66,27.33,1.19,0.0514,8.221,F,25.27,D,49.45,F,82.941,F,99546,adak-ak
0.4511,0.0306,0.4298,0.0048,2.985,0.2866,2.747,0.1185,0.0731,0.9685,5.217,0.8173,0.0117,0.9163,A,6.138,A,7.088,B,14.142299999999999,A,05640,adamant-vt
0.4057,0.0298,0.6441,0.0108,4.994,0.58,0.7273,0.1931,0.2081,0.3042,1.433,1.103,0.002,1.09,A,6.495,A,3.05,A,10.635,A+,49301,ada-mi
0.4057,0.0298,0.6441,0.0108,4.994,0.58,0.7273,0.1931,0.2081,0.3042,1.433,1.103,0.002,1.09,A,6.495,A,3.05,A,10.635,A+,49355,ada-mi
0.4057,0.0298,0.6441,0.0108,4.994,0.58,0.7273,0.1931,0.2081,0.3042,1.433,1.103,0.002,1.09,A,6.495,A,3.05,A,10.635,A+,49356,ada-mi
0.4057,0.0298,0.6441,0.0108,4.994,0.58,0.7273,0.1931,0.2081,0.3042,1.433,1.103,0.002,1.09,A,6.495,A,3.05,A,10.635,A+,49357,ada-mi
0.6763,1.444,0.4325,0.0672,151.7,1.132,6.588,0.0394,0.0216,1.291,10.7,1.106,0.0424,2.62,C,159.4,F,13.16,D,175.18,F,56510,ada-mn
0.146,0.3643,0.2511,0.0113,0.3698,0.0492,0.2729,0.0052,0.0019,1.112,5.689,1.088,0.001,0.7726,A,0.6971,A,7.892,B,9.3617,A+,14410,adams-basin-ny
0.5172,1.346,0.3172,0.0451,2.592,0.4297,1.345,0.0087,0.0107,0.4883,9.795,1.512,0.0041,2.225,B,4.375,A,11.81,C,18.41,B+,15611,adamsburg-pa
0.2687,0.0211,0.262,0.0117,0.7745,0.0567,0.4574,0.005,0.0151,1.46,4.588,1.101,0.0155,0.5634,A,1.294,A,7.179,B,9.0364,A+,13606,adams-center-ny
3.275,0.5576,0.401,0.0468,7.332,2.719,6.067,0.1054,0.9762,0.3963,3.379,0.8648,0.0145,4.28,D,16.22,C,5.631,B,26.131,C+,41201,adams-ky
1.028,0.615,0.352,0.0165,2.97,0.4941,3.258,0.0144,0.0983,4.515,3.322,1.16,0.0416,2.011,B,6.737,A,9.137,C,17.885,B+,01220,adams-ma
0.4527,0.0722,0.4393,0.0224,4.952,0.6983,2.906,0.0258,0.0053,0.69,5.208,1.092,0.0288,0.9867,A,8.582,B,7.025,B,16.593700000000002,A-,55909,adams-mn
1.463,0.9207,0.538,0.0229,3.894,0.6496,5.571,0.1244,0.0282,6.793,5.543,1.265,0.0591,2.944,C,10.24,B,13.69,D,26.874000000000002,C+,58210,adams-nd
0.0213,0.021,0.5872,0.017,6.164,1.063,2.508,0.022,0.0177,0.3812,4.036,0.9566,0.0037,0.6465,A,9.758,B,5.395,A,15.799499999999998,A-,68301,adams-ne
0.379,0.0193,0.2618,0.0114,0.8374,0.0546,0.4842,0.0056,0.0174,1.109,3.745,1.095,0.0166,0.6716,A,1.382,A,5.983,B,8.0366,A+,13605,adams-ny
1.99,0.0929,0.6117,0.0602,7.523,0.4518,11.83,0.0984,0.0334,5.597,8.806,1.15,0.1685,2.755,C,19.9,D,15.75,D,38.405,D+,73901,adams-ok
0.6181,0.5944,0.4519,0.0152,8.808,0.8375,5.549,0.006,0.022,2.003,9.472,1.571,0.077,1.68,B,15.2,C,13.14,D,30.02,C,97810,adams-or
3.753,0.9795,0.5201,0.0814,23.82,2.681,7.535,0.064,0.0462,2.557,9.404,0.6252,0.0252,5.334,D,34.1,D,12.66,D,52.093999999999994,D-,29426,adams-run-sc
1.965,0.1564,0.38,0.0183,6.442,1.138,2.654,0.1904,0.0305,0.2575,2.284,0.6056,0.0101,2.519,C,10.42,B,3.187,A,16.126,A-,37010,adams-tn
0.9206,0.1999,0.2957,0.0464,4.861,0.9559,1.498,0.0791,0.0437,1.345,1.008,1.029,0.0047,1.463,A,7.394,A,3.43,A,12.286999999999999,A,21710,adamstown-md
0.5785,0.0345,0.3082,0.0453,4.35,0.432,0.994,0.0124,0.0181,0.0303,0.504,1.446,0.0016,0.9664,A,5.789,A,2.0,A,8.7554,A+,19501,adamstown-pa
3.789,0.8626,0.3968,0.0611,12.81,0.3318,7.109,0.0474,0.1303,1.801,4.221,0.8148,0.1715,5.11,D,20.3,D,7.139,B,32.549,C-,35005,adamsville-al
0.2917,0.2925,0.4363,0.0266,4.976,1.021,4.19,0.4038,0.0392,0.3266,3.304,1.314,0.1287,1.047,A,10.59,B,5.113,A,16.75,A-,43802,adamsville-oh
1.545,1.006,0.3323,0.045,3.438,0.486,2.862,0.0133,0.1858,4.919,6.516,1.504,0.005,2.929,C,6.799,A,13.13,D,22.858,B-,16110,adamsville-pa
5.692,2.295,0.4142,0.0831,20.02,4.322,8.592,0.1984,0.1276,1.798,3.168,0.6368,0.074,8.485,F,33.13,D,5.805,B,47.42,D,38310,adamsville-tn
1.85,0.0666,0.3998,0.0156,6.826,1.523,4.297,0.0082,0.0237,10.25,5.222,0.9395,0.0609,2.332,B,12.65,C,16.5,D,31.482,C,53910,adams-wi
2.264,1.378,0.4539,0.0189,12.34,1.645,21.01,0.0457,0.2514,1.215,5.657,1.173,0.052,4.115,D,35.04,D,8.348,C,47.503,D,45810,ada-oh
2.796,0.6067,0.5856,0.0442,21.53,0.7026,10.28,0.1436,0.2168,2.668,9.778,0.8711,0.0236,4.033,D,32.65,D,13.56,D,50.243,D,74820,ada-ok
2.796,0.6067,0.5856,0.0442,21.53,0.7026,10.28,0.1436,0.2168,2.668,9.778,0.8711,0.0236,4.033,D,32.65,D,13.56,D,50.243,D,74821,ada-ok
2.165,0.8097,0.4419,0.0404,4.871,0.1836,2.894,0.1044,0.0396,1.417,4.577,0.7359,0.0406,3.457,C,8.053,A,6.81,B,18.32,B+,62214,addieville-il
5.648,0.3149,0.5783,0.0695,13.16,0.4014,8.47,0.1277,0.0491,1.133,4.101,0.8316,0.0241,6.611,D,22.16,D,6.139,B,34.910000000000004,C-,73520,addington-ok
2.408,0.3587,0.4147,0.0482,10.75,1.342,4.72,0.0678,0.0324,0.4861,4.831,0.9029,0.0012,3.23,C,16.88,C,6.253,B,26.363,C+,70710,addis-la
4.576,0.9436,0.4101,0.0519,18.26,0.5891,8.26,0.0684,0.1832,3.043,10.47,0.9548,0.0078,5.982,D,27.18,D,14.65,D,47.812,D,35540,addison-al
1.466,0.572,0.4408,0.0378,17.36,0.3533,1.967,0.0772,0.026,1.066,6.597,1.359,0.0119,2.517,C,19.75,D,9.059,C,31.326,C,60101,addison-il
0.0408,0.0717,0.3196,0.0169,5.704,0.6865,3.322,0.0435,0.205,0.3805,7.724,1.368,0.0385,0.4489,A,9.756,B,9.716,C,19.9209,B,04606,addison-me
1.438,0.0527,0.8698,0.014,4.751,0.5903,3.215,0.0774,0.0533,0.4506,4.389,1.101,0.0461,2.375,B,8.634,B,6.04,B,17.049,A-,49220,addison-mi
0.3019,0.2199,0.2798,0.0115,0.7837,0.0826,0.7734,0.005,0.059,1.948,2.148,1.1,0.0186,0.8131,A,1.645,A,5.273,A,7.7311,A+,14801,addison-ny
0.6038,0.0116,0.3512,0.0449,3.019,0.6693,2.962,0.0205,0.102,0.6028,5.361,1.387,0.0124,1.012,A,6.671,A,7.465,B,15.148,A-,15411,addison-pa
3.109,2.02,0.5498,0.0332,33.51,1.465,5.125,0.339,0.0903,7.828,6.813,0.8261,0.0159,5.712,D,40.43,D,15.57,D,61.711999999999996,D-,75001,addison-tx
1.036,0.406,0.4547,0.0169,7.299,1.735,3.238,0.0692,0.0603,0.636,4.72,0.9963,0.0108,1.913,B,12.34,C,6.424,B,20.677,B,45001,addyston-oh
2.364,2.244,0.4586,0.0265,6.062,3.277,12.7,0.0445,0.0963,3.049,3.855,0.9665,0.064,5.093,D,22.08,D,8.031,C,35.204,C-,99101,addy-wa
6.498,3.237,0.4278,0.0445,18.72,3.429,7.523,0.2128,0.3724,25.75,10.16,0.9521,0.0234,10.21,F,29.89,D,37.26,F,77.36,F,92301,adelanto-ca
2.245,0.7145,0.2668,0.0358,28.04,3.52,8.316,0.0727,0.0671,1.663,8.221,0.7515,0.0796,3.262,C,39.95,D,10.78,C,53.992000000000004,D-,31620,adel-ga
1.309,0.0371,0.3042,0.0122,6.455,1.001,2.714,0.0141,0.0372,0.2998,3.576,1.235,0.009,1.662,B,10.18,B,5.158,A,17.0,A-,50003,adel-ia
1.617,0.056,0.347,0.0156,2.331,1.604,1.36,1.132,0.4252,11.07,3.211,0.9248,0.0034,2.035,B,6.427,A,15.63,D,24.092,B-,53001,adell-wi
0.8542,15.16,0.4769,1.78,72.5,8.133,7.957,0.0451,3.895,7.378,5.332,1.774,0.272,18.27,F,88.64,F,18.65,D,125.56,F,97620,adel-or
0.852,0.618,0.427,0.014,4.654,1.312,4.265,0.0757,0.2172,0.9484,1.164,0.9676,0.0061,1.911,B,10.31,B,3.304,A,15.525,A-,43101,adelphi-oh
0.6814,1.282,0.444,0.0148,18.86,1.289,4.36,0.0296,0.1374,0.7472,4.483,1.151,0.0118,2.422,C,24.54,D,6.53,B,33.492,C-,43901,adena-oh
2.618,0.796,0.4113,0.1495,7.6,0.8645,8.325,0.0901,0.1644,1.31,7.997,0.8054,0.0039,3.975,D,16.88,C,10.28,C,31.134999999999998,C,35006,adger-al
4.486,1.296,0.4055,0.0768,2.79,2.808,7.648,0.266,0.1928,4.151,6.775,1.348,0.025,6.264,D,13.51,C,12.49,D,32.264,C-,96006,adin-ca
0.8698,0.2697,0.2875,0.0116,0.6422,0.085,0.7359,0.0076,0.0139,0.6873,5.295,1.351,0.0429,1.439,A,1.471,A,7.389,B,10.299,A+,12808,adirondack-ny
0.8006,0.4985,0.0666,0.1953,2.107,1.11,2.099,0.774,1.778,4.341,28.99,0.6866,0.1195,1.561,B,6.09,A,35.91,F,43.56099999999999,D,00601,adjuntas-pr
0.9873,0.1054,0.4521,0.0339,3.002,3.568,3.047,0.0781,0.0135,2.023,3.289,0.6056,0.0029,1.579,B,9.695,B,5.934,B,17.208000000000002,A-,78101,adkins-tx
1.347,0.5047,0.5286,0.0672,5.807,1.062,3.701,0.0175,0.0848,0.4583,9.839,0.8696,0.1788,2.447,C,10.59,B,11.43,C,24.467,B-,66830,admire-ks
1.192,0.0316,0.4329,0.0252,7.226,0.3383,6.621,0.104,0.0203,0.4078,3.788,0.8655,0.3709,1.682,B,14.29,C,5.453,A,21.425,B,98522,adna-wa
2.233,0.2765,0.457,0.0177,7.252,1.26,5.631,0.0368,0.0112,0.6736,6.75,1.141,0.0354,2.984,C,14.18,C,8.612,C,25.776000000000003,C+,55701,adolph-mn
0.8685,1.196,0.376,0.0447,9.147,1.998,4.886,0.0717,0.0481,0.7133,3.314,0.7473,0.0111,2.485,C,16.1,C,4.834,A,23.419,B-,42120,adolphus-ky
6.028,0.6811,0.7597,0.047,34.08,1.319,6.63,0.0304,0.1382,1.969,12.86,0.8962,0.006,7.516,F,42.07,D,15.87,D,65.456,D-,72001,adona-ar
2.877,1.686,0.2512,0.0283,45.46,1.151,6.747,0.0533,0.718,0.7759,3.443,0.782,0.0279,4.843,D,53.41,F,5.747,B,64.0,D-,31002,adrian-ga
