Assault,Robbery,Rape,Murder,Theft,Vehicle Theft,Burglary,Arson,Kidnapping,Drug Crimes,Vandalism,Identity Theft,Animal Cruelty,Total Violent Crime,Total Violent Crime Grade,Total Property Crime,Total Property Crime Grade,Total “Other” Rate,Total “Other” Rate Grade,Total Crime,Total Crime Grade,Zipcode,City
0.1937,0.288,0.5902,0.0167,8.44,1.237,2.309,0.0272,0.3454,0.6927,7.5,1.18,0.0122,1.089,A,12.01,B,9.731,C,22.83,B-,68810,alda-ne
2.451,0.067,0.2987,0.0127,15.39,1.017,3.475,0.0177,0.0247,0.3335,6.812,1.025,0.019,2.83,C,19.9,D,8.214,C,30.943999999999996,C,50006,alden-ia
2.06,0.8703,0.5582,0.0788,8.844,1.373,7.26,0.0879,0.1199,4.614,11.5,1.15,0.3455,3.568,C,17.56,C,17.73,D,38.858000000000004,D+,67512,alden-ks
1.315,0.1476,0.7003,0.027,4.036,1.322,3.477,0.1512,0.0095,3.05,4.83,1.11,0.0359,2.189,B,8.986,B,9.035,C,20.21,B,49612,alden-mi
0.8771,0.2043,0.4155,0.0158,6.4,0.5959,3.208,0.0102,0.1622,0.1899,3.735,1.094,0.0118,1.513,A,10.21,B,5.193,A,16.916,A-,56009,alden-mn
0.8592,0.2184,0.2591,0.0203,0.85,0.0675,2.319,0.2165,0.1436,1.414,8.353,1.146,0.0079,1.357,A,3.453,A,11.07,C,15.879999999999999,A-,14004,alden-ny
0.6307,0.241,0.2685,0.0115,0.5905,0.0676,0.6524,0.0049,0.0289,3.17,5.382,1.116,0.0374,1.152,A,1.315,A,9.734,C,12.201,A,13301,alder-creek-ny
1.974,0.0861,0.4946,0.0105,60.69,0.6386,4.779,0.0546,0.0438,1.472,1.636,1.342,0.0521,2.565,C,66.17,F,4.545,A,73.28,F,59710,alder-mt
13.42,1.205,0.4288,0.0398,22.63,2.939,9.916,0.4127,0.7383,41.58,2.107,1.435,0.1293,15.09,F,35.9,D,45.99,F,96.97999999999999,F,95511,alderpoint-ca
1.489,4.927,0.5637,0.0418,25.22,0.4861,6.627,0.0921,0.0867,7.889,3.341,0.8199,0.0196,7.022,D,32.43,D,12.16,C,51.611999999999995,D-,74522,alderson-ok
1.846,0.9225,0.3665,0.0555,24.75,0.7088,11.01,0.1175,0.0917,3.024,9.858,0.8694,0.0336,3.191,C,36.58,D,13.88,D,53.651,D-,24910,alderson-wv
0.2719,0.046,0.3125,0.0288,1.619,0.8436,0.3606,0.0023,0.02,0.3673,3.506,0.5761,0.0043,0.6592,A,2.826,A,4.474,A,7.9592,A+,20105,aldie-va
0.4029,0.5591,0.43,0.0154,4.919,0.6901,4.8,0.0158,0.1274,0.3411,11.05,1.096,0.0459,1.407,A,10.43,B,12.66,D,24.497,B-,56434,aldrich-mn
3.444,0.0605,0.4612,0.0673,12.16,1.667,6.09,0.1015,0.0221,1.462,3.498,0.832,0.0259,4.033,D,20.02,D,5.84,B,29.893,C,65601,aldrich-mo
1.331,1.563,0.4365,0.0375,6.966,0.2171,4.18,0.1461,0.044,1.096,13.54,1.085,0.0372,3.368,C,11.51,B,15.8,D,30.678,C,61231,aledo-il
0.7276,0.0667,0.45,0.0327,3.139,0.2704,2.08,0.2141,0.0485,1.036,2.317,0.5905,0.007,1.277,A,5.703,A,3.999,A,10.979000000000001,A+,76008,aledo-tx
0.4705,4.111,1.609,0.6203,102.2,3.633,10.5,0.7666,4.105,37.88,51.55,1.421,0.0919,6.811,D,117.1,F,95.04,F,218.95100000000002,F,99555,aleknagik-ak
1.271,0.3718,0.3582,0.0463,4.479,0.452,3.434,0.1043,0.0333,0.5992,4.597,1.69,0.0107,2.047,B,8.469,B,6.93,B,17.445999999999998,A-,15310,aleppo-pa
2.689,0.2945,0.6672,0.0442,6.195,1.053,2.946,0.0535,0.1117,1.161,7.491,0.7528,0.001,3.695,D,10.25,B,9.518,C,23.463,B-,72002,alexander-ar
4.655,1.012,0.4085,0.062,11.38,0.5225,8.742,0.0415,0.1968,1.896,10.54,0.8656,0.0628,6.137,D,20.69,D,13.56,D,40.387,D+,35010,alexander-city-al
4.655,1.012,0.4085,0.062,11.38,0.5225,8.742,0.0415,0.1968,1.896,10.54,0.8656,0.0628,6.137,D,20.69,D,13.56,D,40.387,D+,35011,alexander-city-al
3.075,0.166,0.3227,0.014,8.425,0.9653,6.009,0.0219,0.0361,6.304,4.806,1.114,0.0399,3.578,C,15.42,C,12.3,D,31.298000000000002,C,50420,alexander-ia
0.9703,0.3433,0.4342,0.0392,9.081,0.1535,3.659,0.2363,0.1348,0.3018,6.112,1.276,0.0274,1.787,B,13.13,C,7.852,B,22.769000000000002,B-,62601,alexander-il
2.178,0.5093,0.5652,0.0502,12.6,1.174,9.157,0.1085,0.2987,10.12,8.745,1.064,0.4128,3.303,C,23.04,D,20.65,D,46.992999999999995,D,67513,alexander-ks
1.691,0.1176,0.2437,0.0458,7.154,0.7226,6.222,0.024,0.0277,0.5088,4.07,0.8163,0.0071,2.098,B,14.12,C,5.43,A,21.648,B,28701,alexander-nc
1.45,0.2007,0.5548,0.0442,138.8,1.077,5.816,0.096,0.1384,0.0053,0.7298,1.39,0.3402,2.25,B,145.8,F,2.604,A,150.65400000000002,F,58831,alexander-nd
0.3139,0.0903,0.2868,0.0177,0.6638,0.0611,0.7928,0.003,0.043,7.137,4.715,1.099,0.0138,0.7087,A,1.521,A,13.01,D,15.2397,A-,14005,alexander-ny
1.928,0.8944,0.3784,0.0517,6.934,0.3989,3.67,0.0227,0.1752,0.9646,5.514,0.7405,0.0017,3.253,C,11.03,B,7.396,B,21.679,B,36250,alexandria-al
0.7756,0.2966,0.2795,0.0151,1.688,0.1091,0.8843,0.0127,0.0329,5.601,4.36,1.241,0.049,1.367,A,2.694,A,11.28,C,15.341,A-,13607,alexandria-bay-ny
2.482,2.015,0.3532,0.0475,4.57,1.647,4.956,0.0361,0.0704,1.441,4.747,1.024,0.0708,4.897,D,11.21,B,7.353,B,23.46,B-,46001,alexandria-in
0.4711,0.1858,0.3459,0.035,4.468,1.248,1.675,0.0516,0.1658,0.3434,3.417,0.8636,0.0015,1.038,A,7.443,A,4.791,A,13.272,A,41001,alexandria-ky
4.323,0.9924,0.4941,0.1245,28.6,2.145,10.23,0.1489,0.2281,1.163,8.536,0.7902,0.1094,5.934,D,41.12,D,10.83,C,57.88399999999999,D-,71301,alexandria-la
4.323,0.9924,0.4941,0.1245,28.6,2.145,10.23,0.1489,0.2281,1.163,8.536,0.7902,0.1094,5.934,D,41.12,D,10.83,C,57.88399999999999,D-,71302,alexandria-la
4.323,0.9924,0.4941,0.1245,28.6,2.145,10.23,0.1489,0.2281,1.163,8.536,0.7902,0.1094,5.934,D,41.12,D,10.83,C,57.88399999999999,D-,71303,alexandria-la
4.323,0.9924,0.4941,0.1245,28.6,2.145,10.23,0.1489,0.2281,1.163,8.536,0.7902,0.1094,5.934,D,41.12,D,10.83,C,57.88399999999999,D-,71306,alexandria-la
4.323,0.9924,0.4941,0.1245,28.6,2.145,10.23,0.1489,0.2281,1.163,8.536,0.7902,0.1094,5.934,D,41.12,D,10.83,C,57.88399999999999,D-,71307,alexandria-la
4.323,0.9924,0.4941,0.1245,28.6,2.145,10.23,0.1489,0.2281,1.163,8.536,0.7902,0.1094,5.934,D,41.12,D,10.83,C,57.88399999999999,D-,71309,alexandria-la
4.323,0.9924,0.4941,0.1245,28.6,2.145,10.23,0.1489,0.2281,1.163,8.536,0.7902,0.1094,5.934,D,41.12,D,10.83,C,57.88399999999999,D-,71315,alexandria-la
0.4512,0.5561,0.4232,0.0155,8.645,0.7951,2.753,0.025,0.0212,1.695,3.908,1.116,0.0308,1.446,A,12.22,C,6.77,B,20.436,B,56308,alexandria-mn
1.135,2.052,0.5008,0.0693,7.537,1.109,8.343,0.0273,0.0095,0.9265,4.388,1.419,0.0242,3.756,D,17.02,C,6.768,B,27.544,C+,63430,alexandria-mo
0.4392,0.1415,0.7063,0.0173,16.65,1.194,4.15,0.0546,0.0639,0.4412,1.819,1.156,0.0165,1.304,A,22.05,D,3.497,A,26.851,C+,68303,alexandria-ne
0.6534,0.6427,0.4159,0.0157,13.91,1.131,5.272,0.0432,0.0656,0.424,16.25,1.332,0.0036,1.728,B,20.35,D,18.08,D,40.158,D+,43001,alexandria-oh
1.05,0.6244,0.3296,0.0456,3.457,0.7175,1.934,0.0157,0.0217,1.144,2.584,1.52,0.0054,2.05,B,6.124,A,5.275,A,13.449,A,16611,alexandria-pa
1.887,0.005,0.5704,0.0051,1.311,0.2639,2.652,0.0223,0.0197,3.545,3.623,0.8391,0.122,2.468,C,4.25,A,8.148,C,14.866,A,57311,alexandria-sd
3.594,0.4157,0.403,0.0185,12.68,1.231,6.272,0.1227,0.2247,1.257,4.271,0.603,0.0318,4.431,D,20.31,D,6.388,B,31.128999999999998,C,37012,alexandria-tn
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22301,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22302,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22303,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22304,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22305,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22306,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22307,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22308,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22309,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22310,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22311,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22312,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22313,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22314,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22315,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22320,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22331,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22332,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22333,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22334,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22350,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22321,alexandria-va
0.4689,0.2888,0.3346,0.0308,7.582,1.037,0.8563,0.0569,0.0503,0.7913,3.327,0.603,0.0267,1.123,A,9.532,B,4.799,A,15.454,A-,22336,alexandria-va
1.938,0.3342,0.4359,0.0393,43.57,0.1825,4.856,0.0691,0.2712,0.8181,3.277,1.174,0.0295,2.747,C,48.68,F,5.569,B,56.996,D-,61412,alexis-il
3.158,0.216,0.2425,0.0465,25.17,3.274,6.449,0.0335,0.2228,0.3057,3.12,0.7579,0.0199,3.663,C,34.93,D,4.427,A,43.019999999999996,D,28006,alexis-nc
2.315,0.2835,0.6023,0.1499,9.74,0.3898,6.68,0.143,0.0454,0.5234,4.674,0.8314,0.0223,3.351,C,16.95,C,6.096,B,26.397,C+,73002,alex-ok
3.422,0.5725,0.3874,0.0297,3.349,0.3466,4.24,0.0394,0.1256,1.957,6.584,0.7899,0.0194,4.412,D,7.975,A,9.476,C,21.863,B,32420,alford-fl
0.0573,0.0597,0.3061,0.0143,3.439,0.3864,1.591,0.0194,0.1868,0.6117,6.31,1.103,0.0214,0.4374,A,5.436,A,8.233,C,14.1064,A,04002,alfred-me
0.025,0.4571,0.294,0.0075,1.752,0.1994,0.8762,0.1064,0.2661,12.76,2.657,1.124,0.069,0.7835,A,2.934,A,16.87,D,20.587500000000002,B,14802,alfred-ny
0.1456,0.3577,0.2865,0.0089,1.271,0.1371,0.8346,0.0682,0.18,7.725,2.69,1.129,0.0598,0.7987,A,2.311,A,11.78,C,14.8897,A,14803,alfred-station-ny
2.221,0.1963,0.7256,0.0252,16.14,1.063,5.834,0.1063,0.0526,0.8172,5.62,1.281,0.1228,3.168,C,23.14,D,7.894,B,34.202,C-,48610,alger-mi
1.227,0.2046,0.4488,0.0148,5.67,1.211,4.652,0.0467,0.112,2.11,3.627,1.123,0.1209,1.895,B,11.58,B,7.093,B,20.567999999999998,B,45812,alger-oh
5.987,1.875,0.6929,0.0883,5.333,5.104,7.453,0.3716,0.4933,1.993,36.97,0.8932,0.0225,8.644,F,18.26,C,40.37,F,67.274,D-,87001,algodones-nm
0.814,0.0661,0.1687,0.0204,10.9,0.379,5.693,0.0752,0.0394,1.144,4.763,0.7409,0.0209,1.069,A,17.05,C,6.708,B,24.826999999999998,B-,38820,algoma-ms
2.08,0.2107,0.3772,0.0154,6.337,1.759,4.087,0.0028,0.037,11.72,11.79,0.9612,0.0278,2.683,C,12.19,C,24.53,F,39.403,D+,54201,algoma-wi
1.395,0.5433,0.7096,0.0133,5.912,0.9486,3.052,0.0593,0.1023,2.129,4.588,1.184,0.0446,2.661,C,9.971,B,8.048,C,20.68,B,48001,algonac-mi
2.96,0.5451,0.2989,0.0126,21.78,1.065,4.029,0.0262,0.034,1.364,5.068,1.123,0.0415,3.817,D,26.9,D,7.631,B,38.348,D+,50511,algona-ia
0.6226,0.1019,0.4085,0.037,4.588,0.176,1.279,0.0729,0.0521,0.4477,1.732,1.117,0.0074,1.17,A,6.116,A,3.356,A,10.642,A+,60102,algonquin-il
1.165,2.426,0.3741,0.0286,9.434,4.13,3.862,0.3315,0.1508,4.314,5.607,1.171,0.0756,3.994,D,17.76,C,11.32,C,33.074,C-,91801,alhambra-ca
1.165,2.426,0.3741,0.0286,9.434,4.13,3.862,0.3315,0.1508,4.314,5.607,1.171,0.0756,3.994,D,17.76,C,11.32,C,33.074,C-,91802,alhambra-ca
1.165,2.426,0.3741,0.0286,9.434,4.13,3.862,0.3315,0.1508,4.314,5.607,1.171,0.0756,3.994,D,17.76,C,11.32,C,33.074,C-,91803,alhambra-ca
1.165,2.426,0.3741,0.0286,9.434,4.13,3.862,0.3315,0.1508,4.314,5.607,1.171,0.0756,3.994,D,17.76,C,11.32,C,33.074,C-,91804,alhambra-ca
1.165,2.426,0.3741,0.0286,9.434,4.13,3.862,0.3315,0.1508,4.314,5.607,1.171,0.0756,3.994,D,17.76,C,11.32,C,33.074,C-,91896,alhambra-ca
1.165,2.426,0.3741,0.0286,9.434,4.13,3.862,0.3315,0.1508,4.314,5.607,1.171,0.0756,3.994,D,17.76,C,11.32,C,33.074,C-,91899,alhambra-ca
1.165,2.426,0.3741,0.0286,9.434,4.13,3.862,0.3315,0.1508,4.314,5.607,1.171,0.0756,3.994,D,17.76,C,11.32,C,33.074,C-,91841,alhambra-ca
0.8055,1.489,0.4105,0.037,6.175,0.1283,2.111,0.0896,0.0182,0.6282,3.41,0.8331,0.0079,2.742,C,8.503,B,4.897,A,16.142000000000003,A-,62001,alhambra-il
2.879,0.8276,0.518,0.0393,11.83,0.3139,6.138,0.112,0.5045,4.584,10.21,0.6337,0.0691,4.264,D,18.39,C,16.01,D,38.664,D+,78332,alice-tx
2.879,0.8276,0.518,0.0393,11.83,0.3139,6.138,0.112,0.5045,4.584,10.21,0.6337,0.0691,4.264,D,18.39,C,16.01,D,38.664,D+,78333,alice-tx
7.489,0.7297,0.4469,0.1413,43.39,0.9304,11.48,0.0719,1.082,1.078,14.49,0.8441,0.0707,8.807,F,55.88,F,17.56,D,82.247,F,35442,aliceville-al
2.227,0.5936,0.7204,0.043,7.5,0.8538,10.94,0.0325,0.1946,0.455,14.21,0.8284,0.0056,3.584,C,19.32,D,15.69,D,38.594,D+,72410,alicia-ar
1.905,0.3333,0.5901,0.0679,4.437,0.4563,9.899,0.1067,0.4058,15.6,9.192,1.134,0.6445,2.896,C,14.9,C,26.97,F,44.766,D,73716,aline-ok
1.789,0.3663,0.3336,0.0507,4.186,0.6194,2.242,0.0135,0.0687,0.6249,4.755,1.714,0.0037,2.539,C,7.06,A,7.166,B,16.765,A-,15001,aliquippa-pa
1.375,0.6708,0.3477,0.0279,3.884,3.4,2.364,0.3545,0.1913,9.437,5.211,1.077,0.0083,2.422,C,10.0,B,15.92,D,28.342,C,92656,aliso-viejo-ca
1.375,0.6708,0.3477,0.0279,3.884,3.4,2.364,0.3545,0.1913,9.437,5.211,1.077,0.0083,2.422,C,10.0,B,15.92,D,28.342,C,92698,aliso-viejo-ca
3.796,0.51,0.3726,0.0333,38.63,0.2569,3.905,0.1548,0.186,1.185,2.786,0.7321,0.0392,4.712,D,42.94,D,4.929,A,52.581,D-,25501,alkol-wv
1.676,2.855,1.95,0.6198,40.81,2.853,28.76,0.8476,4.128,9.315,38.41,1.427,0.1349,7.101,F,73.28,F,53.41,F,133.791,F,99720,allakaket-ak
0.2256,0.3777,0.1394,0.0267,1.507,0.301,1.554,0.0356,0.1002,11.56,1.363,1.367,0.0171,0.7693,A,3.397,A,14.4,D,18.5663,B+,07820,allamuchy-nj
3.368,0.404,0.4153,0.0184,20.26,1.284,5.218,0.1426,0.0248,1.25,4.126,0.6794,0.0416,4.205,D,26.9,D,6.122,B,37.227,D+,38504,allardt-tn
1.2,0.3453,0.4646,0.0312,5.283,1.377,3.789,0.0227,0.0363,0.5431,2.048,1.35,0.0184,2.041,B,10.47,B,3.995,A,16.506,A-,43902,alledonia-oh
2.261,0.3974,0.7111,0.0702,172.3,1.442,4.477,0.067,0.1387,3.491,19.81,1.065,0.0063,3.439,C,178.3,F,24.51,F,206.249,F,71820,alleene-ar
1.407,0.2249,0.7109,0.0301,5.912,0.6199,2.409,0.1206,0.0916,1.391,3.511,1.102,0.029,2.373,B,9.061,B,6.125,B,17.559,B+,49010,allegan-mi
0.2654,0.116,0.2767,0.0127,1.325,0.0815,0.7791,0.0067,0.0344,5.997,3.82,1.164,0.0159,0.6709,A,2.192,A,11.03,C,13.8929,A,14706,allegany-ny
0.6138,0.1292,0.4719,0.0309,11.33,3.531,6.139,0.1265,0.0267,7.547,8.196,1.563,0.1608,1.246,A,21.13,D,17.49,D,39.866,D+,97407,allegany-or
6.082,0.6968,0.4129,0.0364,12.86,3.057,7.1,0.2754,0.3666,2.257,16.16,1.399,0.0821,7.228,F,23.3,D,20.27,D,50.798,D-,95910,alleghany-ca
0.8482,0.0776,0.282,0.0122,3.376,1.003,2.82,0.0159,0.0187,0.1503,7.133,1.198,0.0168,1.22,A,7.214,A,8.518,C,16.952,A-,50007,alleman-ia
1.458,1.802,0.4526,0.0412,5.563,0.1672,3.436,0.1695,0.2113,0.8566,7.538,0.7649,0.0338,3.754,D,9.335,B,9.404,C,22.493000000000002,B-,62410,allendale-il
0.4656,0.2019,0.7176,0.0131,2.017,0.5717,4.476,0.1816,0.0726,0.8568,2.639,1.155,0.0526,1.398,A,7.246,A,4.777,A,13.421,A,49401,allendale-mi
2.848,0.8574,0.4678,0.0784,6.625,1.125,6.848,0.0668,0.0452,0.6054,9.616,0.9029,0.0619,4.252,D,14.66,C,11.23,C,30.142,C,64420,allendale-mo
0.2947,0.4913,0.139,0.0188,1.983,0.1647,1.478,0.0182,0.1206,0.4882,1.39,0.9587,0.0146,0.9438,A,3.644,A,2.972,A,7.559799999999999,A+,07401,allendale-nj
6.603,2.2,0.5263,0.1079,76.2,5.643,11.05,0.121,0.3841,1.736,20.32,0.7051,0.047,9.437,F,93.01,F,23.19,D,125.637,F,29810,allendale-sc
4.031,0.6171,0.2571,0.0453,16.63,1.815,5.74,0.0958,0.1468,1.867,8.79,0.9532,0.0413,4.951,D,24.29,D,11.8,C,41.041,D+,31301,allenhurst-ga
0.4145,0.8939,0.1457,0.0201,5.321,0.3012,7.002,0.075,0.0864,0.5304,3.667,1.217,0.0179,1.474,A,12.7,C,5.518,B,19.692,B+,07711,allenhurst-nj
0.7026,0.4965,0.5383,0.0479,5.856,1.183,4.317,0.0188,0.1034,0.2506,11.82,0.9292,0.0168,1.785,B,11.37,B,13.12,D,26.275,C+,66833,allen-ks
0.8953,0.3898,0.3723,0.0441,5.095,2.222,4.63,0.0938,0.1147,0.0937,5.605,0.7497,0.013,1.702,B,12.04,B,6.576,B,20.317999999999998,B,41601,allen-ky
0.6367,0.1171,0.3017,0.0457,4.241,1.651,2.292,0.0147,0.6197,0.6683,5.106,0.7669,0.0665,1.101,A,8.199,B,7.227,B,16.527,A-,21810,allen-md
0.8977,0.0393,0.8859,0.0302,3.484,0.7921,3.334,0.054,0.0386,5.505,3.542,1.099,0.0252,1.853,B,7.664,A,10.21,C,19.727,B+,49227,allen-mi
0.4702,0.1525,0.6076,0.0325,51.23,1.266,2.481,0.0405,0.0293,0.144,4.413,1.105,0.0152,1.263,A,55.01,F,5.707,B,61.98,D-,68710,allen-ne
2.104,0.1368,0.673,0.0572,6.36,0.4476,9.283,0.095,0.036,6.516,38.7,0.7704,0.0392,2.971,C,16.19,C,46.06,F,65.221,D-,74825,allen-ok
2.873,0.413,0.6837,0.0115,6.68,4.389,3.084,0.0799,0.1831,0.9319,5.151,1.176,0.0262,3.981,D,14.23,C,7.469,B,25.68,C+,48101,allen-park-mi
1.915,0.9072,0.334,0.0606,2.766,1.257,3.432,0.0164,0.0415,1.52,7.86,1.533,0.0063,3.217,C,7.471,A,10.96,C,21.648000000000003,B,15412,allenport-pa
4.817,0.7616,0.7238,0.0078,8.669,1.153,4.99,0.0693,0.0795,7.76,12.06,0.932,0.1013,6.31,D,14.88,C,20.93,D,42.120000000000005,D,57714,allen-sd
6.229,1.484,0.8135,0.0285,26.66,6.028,10.79,0.0828,0.4697,3.241,10.65,2.472,0.0441,8.555,F,43.56,D,16.87,D,68.985,D-,80510,allenspark-co
1.013,0.5437,0.3723,0.0466,5.546,2.019,5.042,0.133,0.0289,0.9238,5.264,0.7538,0.0052,1.976,B,12.74,C,6.976,B,21.692,B,42204,allensville-ky
1.977,1.081,0.4955,0.0462,3.371,0.8907,2.928,0.0243,0.1307,0.3173,4.293,1.508,0.0066,3.6,C,7.214,A,6.255,B,17.069,A-,17002,allensville-pa
0.559,0.0759,0.6556,0.0108,2.46,0.636,1.63,0.0461,0.2412,0.8016,5.503,1.105,0.0345,1.301,A,4.772,A,7.686,B,13.759,A,48002,allenton-mi
1.803,0.3048,0.3478,0.0152,3.362,1.35,1.569,1.095,0.9463,11.04,5.575,0.9046,0.0093,2.471,C,7.375,A,18.48,D,28.326,C,53002,allenton-wi
0.7343,0.1691,0.2405,0.0288,12.05,0.8217,5.438,0.0782,0.0549,2.311,5.721,0.7538,0.0332,1.173,A,18.39,C,8.873,C,28.436,C,31003,allentown-ga
0.1273,0.0242,0.1384,0.0188,1.285,0.2383,1.143,0.0172,0.0209,0.8444,1.269,1.28,0.0347,0.3086,A,2.683,A,3.449,A,6.4406,A+,08501,allentown-nj
0.6204,0.2781,0.2845,0.0119,6.577,0.0811,1.334,0.0113,0.0191,2.16,49.58,1.202,0.0507,1.195,A,8.004,A,53.02,F,62.219,D-,14707,allentown-ny
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18101,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18102,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18103,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18104,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18105,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18106,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18109,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18195,allentown-pa
1.244,0.5757,0.3178,0.0452,4.876,1.006,2.059,0.0188,0.0819,1.215,4.692,1.89,0.0345,2.183,B,7.959,A,7.913,B,18.055,B+,18175,allentown-pa
0.6675,0.5439,0.459,0.0318,10.21,0.614,2.357,0.3697,0.0339,6.034,2.197,0.6525,0.0057,1.702,B,13.55,C,8.924,C,24.176000000000002,B-,75002,allen-tx
0.6675,0.5439,0.459,0.0318,10.21,0.614,2.357,0.3697,0.0339,6.034,2.197,0.6525,0.0057,1.702,B,13.55,C,8.924,C,24.176000000000002,B-,75013,allen-tx
